t,gx,gy,gz,ax,ay,az,mx,my,mz,qw,qx,qy,qz,bgx,bgy,bgz
1.42,-0.0216416,-0.0210005,0.00386108,0.383603,-0.388243,-9.62223,20.5596,1.57935,44.3792,0.999889,0.0140034,0.00505629,5.24999e-05,0.00898392,-0.00522575,0.00319567
1.43,-0.0170858,-0.0235115,-0.00287669,0.298011,-0.338421,-9.48451,20.1721,0.805884,44.0708,0.999892,0.0138598,0.00498335,4.04064e-05,0.00893218,-0.00520829,0.00324178
1.44,-0.0201829,-0.0185676,-0.000396538,0.336296,-0.371728,-9.56188,20.4044,1.27686,43.8482,0.999894,0.0137159,0.00491088,2.82261e-05,0.00894143,-0.00519831,0.00324649
1.45,-0.021096,-0.0179293,0.00244682,0.229167,-0.377189,-9.46848,20.1555,0.873077,43.4401,0.999896,0.0135716,0.00483889,1.59589e-05,0.00893324,-0.00518048,0.00330879
1.46,-0.0179578,-0.0202099,0.00118918,0.366581,-0.312878,-9.52091,20.7641,0.747464,43.6475,0.999898,0.0134272,0.00476741,3.60431e-06,0.00891414,-0.00521153,0.00328288
1.47,-0.0210877,-0.0199615,0.000315442,0.242862,-0.25283,-9.5047,19.6897,0.721432,44.3044,0.999901,0.0132827,0.00469646,-8.83781e-06,0.0089461,-0.0051803,0.00328047
1.48,-0.0231498,-0.02216,0.000723223,0.406335,-0.343338,-9.52864,20.1203,0.923107,43.3154,0.999903,0.0131383,0.00462605,-2.13677e-05,0.00891653,-0.00521,0.00331389
1.49,-0.0182063,-0.0196402,0.00209447,0.218423,-0.3687,-9.54353,20.0102,1.14075,44.2109,0.999905,0.0129941,0.00455622,-3.39854e-05,0.00890097,-0.00518572,0.00326599
1.5,-0.0187564,-0.0188425,0.000432369,0.198501,-0.375591,-9.52005,20.7553,1.56742,43.3645,0.999907,0.0128502,0.00448697,-4.66911e-05,0.00889108,-0.00517045,0.00325159
1.51,-0.019967,-0.0196737,0.000183917,0.380726,-0.390086,-9.41595,20.8482,0.464937,44.5356,0.99991,0.0127068,0.00441832,-5.94848e-05,0.00881844,-0.00515751,0.00323921
1.52,-0.0217442,-0.0193481,-1.42364e-05,0.246171,-0.374347,-9.52444,20.6413,1.09254,44.524,0.999912,0.012564,0.00435031,-7.23665e-05,0.00880234,-0.00515905,0.00320709
1.53,-0.0197156,-0.0185607,0.000918923,0.248314,-0.317964,-9.44383,19.8067,1.69231,43.5645,0.999914,0.0124219,0.00428294,-8.53362e-05,0.00878424,-0.0051139,0.00316843
1.54,-0.0180342,-0.0172561,-0.00475972,0.242015,-0.234413,-9.48717,19.6184,1.77995,43.34,0.999916,0.0122806,0.00421624,-9.83938e-05,0.00877503,-0.00510245,0.00318284
1.55,-0.0181884,-0.0176882,0.000880849,0.234141,-0.363094,-9.51729,20.3367,0.942781,43.4418,0.999918,0.0121402,0.00415022,-0.000111539,0.00873262,-0.00510251,0.00320153
1.56,-0.0171517,-0.0163802,0.00258723,0.238372,-0.297571,-9.55064,20.3276,0.127041,43.8207,0.99992,0.0120009,0.0040849,-0.000124772,0.00867995,-0.00507865,0.00316701
1.57,-0.0191132,-0.0185165,-0.00368175,0.274379,-0.276903,-9.56031,19.9383,0.693168,43.5884,0.999922,0.0118628,0.00402031,-0.000138092,0.0087075,-0.00505563,0.00318195
1.58,-0.0170744,-0.0200772,-0.000985332,0.204139,-0.283315,-9.49966,20.443,1.20044,44.2071,0.999923,0.011726,0.00395646,-0.000151499,0.00872138,-0.00504644,0.00313143
1.59,-0.0166362,-0.0175035,-0.00353217,0.303676,-0.310506,-9.54433,19.8813,1.29167,44.3777,0.999925,0.0115906,0.00389337,-0.000164993,0.00878819,-0.00505579,0.00311257
1.6,-0.0169197,-0.0163842,0.00257152,0.317049,-0.315944,-9.52166,19.861,0.633,43.6955,0.999927,0.0114567,0.00383106,-0.000178573,0.00874294,-0.00499182,0.00309454
1.61,-0.0156426,-0.0162766,0.000853369,0.439746,-0.311358,-9.56193,20.3525,0.926528,44.5153,0.999929,0.0113244,0.00376954,-0.000192239,0.00869028,-0.00494017,0.00312908
1.62,-0.018302,-0.0163904,0.00138383,0.378137,-0.285987,-9.47498,19.892,0.908731,44.0172,0.99993,0.011194,0.00370884,-0.000205991,0.00868819,-0.00491702,0.00309386
1.63,-0.0184009,-0.0170832,0.0024184,0.303997,-0.310003,-9.57366,20.3444,0.349986,43.2266,0.999932,0.0110653,0.00364896,-0.000219828,0.00873584,-0.00485377,0.00307296
1.64,-0.0156331,-0.0141118,0.00166636,0.323605,-0.172395,-9.47843,20.7735,-0.0428233,43.7811,0.999934,0.0109386,0.00358994,-0.000233749,0.00873439,-0.00489585,0.00306335
1.65,-0.0187475,-0.0177641,-7.01661e-05,0.361055,-0.207982,-9.54811,19.8302,-0.0968155,44.3904,0.999935,0.010814,0.00353178,-0.000247754,0.00869998,-0.00482964,0.00303173
1.66,-0.015249,-0.0153013,0.00201236,0.367728,-0.247913,-9.6158,19.0982,0.600625,43.9733,0.999937,0.0106916,0.0034745,-0.000261843,0.00870179,-0.00480459,0.00301543
1.67,-0.0153325,-0.0146967,-0.000446555,0.318982,-0.350907,-9.57225,20.146,0.60185,44.2193,0.999938,0.0105715,0.00341812,-0.000276014,0.00867363,-0.00481482,0.00306559
1.68,-0.0113626,-0.017406,-0.00216013,0.350099,-0.313256,-9.53432,20.3163,0.0708075,44.1956,0.99994,0.0104537,0.00336265,-0.000290268,0.00873526,-0.00484265,0.0030693
1.69,-0.012619,-0.0133774,-0.00132115,0.243767,-0.247948,-9.63176,20.0236,0.0758239,44.1163,0.999941,0.0103383,0.00330811,-0.000304603,0.00868453,-0.00484975,0.00304498
1.7,-0.0109628,-0.0164283,0.000776346,0.281917,-0.247036,-9.53966,19.6538,0.666668,44.0364,0.999942,0.0102255,0.00325452,-0.000319019,0.0086842,-0.00483884,0.00305649
1.71,-0.0115087,-0.013568,-0.000142429,0.334598,-0.229255,-9.55313,20.13,1.02863,44.0997,0.999944,0.0101154,0.00320189,-0.000333515,0.00868995,-0.00485951,0.00309418
1.72,-0.0121227,-0.0177324,-0.00136384,0.268331,-0.315392,-9.59217,20.3975,0.191392,43.5922,0.999945,0.010008,0.00315023,-0.000348091,0.00876029,-0.00485111,0.00310375
1.73,-0.00941234,-0.014542,0.00120603,0.144786,-0.327565,-9.59498,20.2814,0.36749,43.9197,0.999946,0.00990334,0.00309956,-0.000362745,0.00873625,-0.00483217,0.00310277
1.74,-0.0103527,-0.0167965,-0.00229603,0.338389,-0.317552,-9.67403,20.2644,0.835843,43.6647,0.999947,0.00980162,0.0030499,-0.000377477,0.0087039,-0.00483994,0.00314531
1.75,-0.00665422,-0.0146911,-0.000911128,0.374432,-0.305143,-9.64191,20.5994,0.878716,44.8457,0.999948,0.00970286,0.00300126,-0.000392286,0.00872429,-0.00484697,0.00316326
1.76,-0.011173,-0.0140992,0.00294445,0.322886,-0.324949,-9.5999,20.8649,0.185866,43.713,0.999949,0.00960715,0.00295365,-0.000407172,0.0087038,-0.00485829,0.00316382
1.77,-0.00880325,-0.0162621,-0.000699064,0.321217,-0.258487,-9.56908,19.9979,0.274365,43.9325,0.99995,0.00951454,0.00290708,-0.000422133,0.00871086,-0.00484653,0.00315315
1.78,-0.00907443,-0.0158652,0.000615591,0.268019,-0.20496,-9.56531,21.2194,0.674309,43.6843,0.999951,0.00942511,0.00286158,-0.000437169,0.0087054,-0.00481896,0.00321029
1.79,-0.00523941,-0.0166642,-0.00221259,0.228501,-0.214256,-9.65129,20.1361,0.562166,43.891,0.999952,0.00933892,0.00281714,-0.000452278,0.00870802,-0.00481506,0.00317422
1.8,-0.00621336,-0.0112218,0.00326592,0.386608,-0.31167,-9.68003,20.359,0.252043,44.3403,0.999953,0.00925603,0.00277379,-0.000467461,0.00866347,-0.00483372,0.00314923
1.81,-0.00549149,-0.0100743,0.00108213,0.284538,-0.237533,-9.66514,21.1528,1.01764,43.7866,0.999954,0.0091765,0.00273154,-0.000482716,0.00873198,-0.00480863,0.00316286
1.82,-0.00708982,-0.0121501,-0.000169308,0.303089,-0.222444,-9.67311,20.8877,-0.103097,43.375,0.999955,0.00910038,0.00269039,-0.000498042,0.00873054,-0.00479571,0.00321365
1.83,-0.00660641,-0.0136519,0.00226633,0.253157,-0.279933,-9.48774,20.2453,0.842832,43.5074,0.999956,0.00902772,0.00265036,-0.000513439,0.00877698,-0.00475023,0.00321896
1.84,-0.00482086,-0.0110796,-0.00212369,0.379775,-0.261505,-9.61821,21.3246,0.409442,43.3339,0.999956,0.00895857,0.00261146,-0.000528905,0.00873784,-0.0047375,0.00322045
1.85,-0.00365756,-0.0109932,-0.00173111,0.370302,-0.16259,-9.63391,20.2619,-0.0140693,43.6596,0.999957,0.00889297,0.00257371,-0.00054444,0.00865035,-0.0047598,0.00314214
1.86,-0.00367228,-0.0115495,-0.00265055,0.30369,-0.236493,-9.65548,20.0657,0.758142,44.1841,0.999958,0.00883095,0.0025371,-0.000560043,0.00865719,-0.00471599,0.00313235
1.87,-0.0048709,-0.0134545,0.000793052,0.388467,-0.215594,-9.56626,19.7205,-0.0668209,44.0159,0.999958,0.00877256,0.00250166,-0.000575713,0.00861048,-0.00473241,0.00311318
1.88,-0.00372484,-0.0112916,0.000352794,0.291414,-0.193485,-9.6045,20.4085,1.24347,43.3513,0.999959,0.00871782,0.00246739,-0.00059145,0.00861202,-0.00478366,0.00310898
1.89,-0.00166234,-0.0159869,0.00117817,0.327655,-0.267002,-9.63148,20.3518,0.829195,43.674,0.999959,0.00866675,0.00243429,-0.000607252,0.00863332,-0.00482878,0.00309578
1.9,0.00126208,-0.00960597,0.000103152,0.316754,-0.242768,-9.5944,20.8125,0.566527,43.3552,0.99996,0.00861939,0.00240239,-0.000623118,0.00863001,-0.00482612,0.0030683
1.91,0.000918563,-0.0141003,-7.5937e-05,0.287416,-0.319402,-9.64199,20.5616,1.08215,44.2057,0.99996,0.00857575,0.00237168,-0.000639049,0.00859097,-0.00480959,0.00304862
1.92,-0.00162646,-0.00823401,-0.00296319,0.352705,-0.148928,-9.67165,20.784,1.04147,44.0662,0.999961,0.00853585,0.00234218,-0.000655043,0.00854432,-0.00483371,0.00303594
1.93,0.00476385,-0.0117248,0.000578416,0.292311,-0.226512,-9.66868,21.1181,0.738405,44.2973,0.999961,0.0084997,0.00231389,-0.000671098,0.00854103,-0.00482619,0.00302383
1.94,0.00263584,-0.00907551,-0.0016645,0.264644,-0.283382,-9.62796,20.472,-0.132676,44.1575,0.999961,0.0084673,0.00228682,-0.000687216,0.00851412,-0.00485884,0.0030623
1.95,0.00273759,-0.00902797,0.0012614,0.345685,-0.202166,-9.65465,20.6699,-0.0299827,43.9476,0.999962,0.00843866,0.00226098,-0.000703394,0.00848951,-0.00486779,0.00304059
1.96,0.00374585,-0.00677556,-0.000590904,0.268304,-0.12997,-9.7385,20.8405,0.947902,43.1977,0.999962,0.00841377,0.00223637,-0.000719632,0.00851343,-0.00485139,0.00305269
1.97,0.00264089,-0.00881879,-0.00211184,0.357595,-0.246792,-9.63796,20.2448,-0.134704,43.6801,0.999962,0.00839264,0.002213,-0.00073593,0.00852193,-0.0048961,0.00299627
1.98,0.00495174,-0.00830644,-0.00224139,0.290879,-0.289259,-9.72198,19.6815,0.918949,43.714,0.999962,0.00837525,0.00219088,-0.000752286,0.00847285,-0.00495406,0.00297845
1.99,0.00429221,-0.00942246,-0.000383501,0.296535,-0.218027,-9.64224,20.5574,-0.272832,43.7411,0.999962,0.00836159,0.00217001,-0.0007687,0.00847918,-0.00494668,0.00300813
2,0.00750256,-0.00855503,-0.00296248,0.287841,-0.248535,-9.71865,20.8164,0.471751,44.2537,0.999963,0.00835165,0.00215039,-0.000785171,0.00848079,-0.00493161,0.00303374
2.01,0.00904169,-0.00774837,-0.00306922,0.398934,-0.222653,-9.69601,20.591,0.0520765,43.4288,0.999963,0.0083454,0.00213203,-0.000801699,0.00848936,-0.00496741,0.00299632
2.02,0.00881409,-0.00608025,0.000174357,0.370087,-0.196731,-9.7445,19.8877,0.458733,43.1707,0.999963,0.00834282,0.00211494,-0.000818282,0.00849421,-0.00492033,0.00299584
2.03,0.00872575,-0.00660843,-0.00393284,0.289171,-0.204895,-9.73503,20.0751,0.745768,43.9446,0.999963,0.00834388,0.00209912,-0.000834921,0.00844243,-0.00488081,0.00303261
2.04,0.0107669,-0.00827565,-0.000743549,0.321135,-0.262523,-9.75146,19.6271,1.03338,43.9556,0.999963,0.00834854,0.00208456,-0.000851615,0.00839859,-0.00488862,0.00300477
2.05,0.0128378,-0.00467638,-0.00221287,0.364036,-0.253833,-9.76298,20.8859,0.549076,44.5074,0.999963,0.00835678,0.00207129,-0.000868363,0.00832418,-0.00483052,0.00302894
2.06,0.0107281,-0.00594362,-0.00146179,0.324896,-0.181813,-9.68865,20.9649,1.07431,43.8137,0.999962,0.00836856,0.00205928,-0.000885164,0.00830597,-0.00484371,0.0030247
2.07,0.0112284,-0.00624395,-0.00183437,0.297323,-0.221381,-9.75004,20.2937,0.561117,43.5513,0.999962,0.00838382,0.00204856,-0.000902019,0.00827599,-0.00483099,0.0030684
2.08,0.00832842,-0.00560304,-0.00299311,0.16981,-0.289656,-9.78907,20.6165,0.419257,44.2909,0.999962,0.00840252,0.00203912,-0.000918926,0.00825196,-0.00486955,0.00305623
2.09,0.014266,-0.00791884,0.00454421,0.32887,-0.213307,-9.72479,20.0711,1.22357,44.8521,0.999962,0.00842461,0.00203096,-0.000935885,0.00826807,-0.00487606,0.00307969
2.1,0.0129349,-0.0077543,6.55075e-05,0.343165,-0.195051,-9.70262,20.0793,0.438774,43.9204,0.999962,0.00845004,0.00202408,-0.000952896,0.00830212,-0.00486986,0.00305528
2.11,0.0132827,-0.00505894,0.000418,0.294105,-0.263107,-9.80408,20.2886,0.27069,43.6697,0.999962,0.00847874,0.00201848,-0.000969957,0.00832921,-0.00485724,0.00303613
2.12,0.015895,-0.00545157,-0.00133992,0.350175,-0.22859,-9.75072,20.4186,0.33838,44.0266,0.999961,0.00851066,0.00201417,-0.000987069,0.00833188,-0.00492053,0.00306729
2.13,0.0134919,-0.00438248,-0.000988102,0.293565,-0.360777,-9.75878,20.3148,0.828295,44.0812,0.999961,0.00854572,0.00201114,-0.00100423,0.00836643,-0.00491176,0.00306143
2.14,0.0142704,-0.00589649,0.00033547,0.3751,-0.214635,-9.75758,20.317,-0.304694,43.7913,0.999961,0.00858387,0.00200939,-0.00102144,0.00832486,-0.00493713,0.00311997
2.15,0.0165111,-0.00404897,-0.00126433,0.355897,-0.207141,-9.81637,20.1784,0.707489,43.4295,0.99996,0.00862503,0.00200892,-0.00103871,0.00832307,-0.00497383,0.00315191
2.16,0.0192089,-0.00452948,0.00329418,0.339289,-0.219721,-9.65845,19.9381,0.284227,43.3958,0.99996,0.00866912,0.00200973,-0.00105602,0.0083106,-0.00496242,0.00314151
2.17,0.0192209,-0.00345701,0.000893519,0.343402,-0.271183,-9.81403,20.846,1.18457,44.0451,0.999959,0.00871606,0.00201181,-0.00107338,0.00834616,-0.0050117,0.00314689
2.18,0.0175133,-0.00711153,-0.0019337,0.309638,-0.199639,-9.79323,20.2199,0.673211,43.8841,0.999959,0.00876578,0.00201517,-0.00109078,0.00841486,-0.00498409,0.00311821
2.19,0.0193547,-0.00166352,-0.000856061,0.303273,-0.309361,-9.78306,19.9693,0.436248,44.076,0.999958,0.00881819,0.0020198,-0.00110824,0.00837208,-0.00492048,0.00309749
2.2,0.018748,-0.00272914,-0.000940775,0.316759,-0.296539,-9.74657,20.0825,0.634351,43.1779,0.999958,0.0088732,0.0020257,-0.00112574,0.00840484,-0.00489277,0.00304135
2.21,0.0200917,-0.000662033,-0.000114718,0.41291,-0.256413,-9.84902,20.2854,0.038349,44.8807,0.999957,0.00893072,0.00203287,-0.00114329,0.00842192,-0.00486202,0.00300259
2.22,0.0205353,-0.00258904,-0.00111697,0.270105,-0.196401,-9.81239,19.4327,1.02537,43.9225,0.999957,0.00899066,0.00204129,-0.00116089,0.00849161,-0.00486776,0.00287932
2.23,0.0212092,-0.00447388,0.000611425,0.36064,-0.269714,-9.87369,19.9714,0.893498,43.5692,0.999956,0.00905293,0.00205097,-0.00117853,0.00845534,-0.00491746,0.00292549
2.24,0.0227991,-0.00303606,-1.27939e-05,0.303596,-0.339462,-9.75252,20.3472,0.152131,44.4953,0.999956,0.00911741,0.0020619,-0.00119622,0.0084887,-0.00491557,0.00292969
2.25,0.020291,-0.00402915,0.0014163,0.36494,-0.286222,-9.72697,20.5193,0.43281,45.2071,0.999955,0.00918402,0.00207407,-0.00121395,0.00844004,-0.00491579,0.00285213
2.26,0.0210614,-0.00244621,0.00136881,0.304733,-0.225582,-9.84042,20.9782,1.38839,43.8302,0.999954,0.00925265,0.00208748,-0.00123174,0.00842649,-0.00483398,0.00290581
2.27,0.0197133,-0.00158981,-0.00116208,0.32054,-0.221455,-9.79407,19.8774,0.940093,44.1284,0.999954,0.00932319,0.00210213,-0.00124956,0.00842462,-0.00479265,0.00289808
2.28,0.0222663,-0.00244449,0.00162439,0.314104,-0.274826,-9.84925,20.0175,1.672,43.9934,0.999953,0.00939554,0.002118,-0.00126743,0.00846153,-0.00471129,0.00289942
2.29,0.0262874,-0.000571827,0.000161039,0.277882,-0.296724,-9.82102,20.4115,0.66012,43.9588,0.999952,0.00946959,0.00213509,-0.00128535,0.00851144,-0.00464973,0.0028681
2.3,0.0249643,0.00024218,-0.00102152,0.349975,-0.332783,-9.91941,20.1049,0.669617,44.1339,0.999951,0.00954522,0.0021534,-0.00130331,0.00849738,-0.00463733,0.00288906
2.31,0.0227259,0.000451432,0.000710579,0.347037,-0.269828,-9.80906,20.828,1.24491,43.083,0.99995,0.00962233,0.00217291,-0.00132131,0.00845221,-0.00457871,0.00285018
2.32,0.0269273,0.000107164,-0.000189868,0.330388,-0.325585,-9.9155,20.7971,1.21764,43.1149,0.99995,0.00970079,0.00219361,-0.00133936,0.00844312,-0.00456611,0.00285694
2.33,0.0229575,0.00125421,0.00277879,0.407985,-0.324141,-9.89757,19.5769,1.30345,43.6918,0.999949,0.00978049,0.00221551,-0.00135745,0.00837468,-0.00459551,0.00283784
2.34,0.0256224,0.00158044,0.000266012,0.276442,-0.27582,-9.87394,20.1274,0.911836,43.0306,0.999948,0.00986131,0.00223858,-0.00137558,0.00839583,-0.00460447,0.00288976
2.35,0.0231442,0.00360728,-0.0027073,0.388683,-0.353521,-9.92041,20.7676,0.433857,43.8315,0.999947,0.00994314,0.00226282,-0.00139376,0.00845578,-0.00459954,0.00288432
2.36,0.0251024,0.00283891,-0.000659897,0.242837,-0.346283,-9.89921,20.1269,1.24642,43.2756,0.999946,0.0100258,0.00228822,-0.00141198,0.00841838,-0.00456508,0.00284745
2.37,0.0253083,-0.000409209,0.00105823,0.390129,-0.317378,-9.76529,20.8224,0.563437,44.3677,0.999945,0.0101093,0.00231477,-0.00143024,0.00840138,-0.00455613,0.00283199
2.38,0.0263976,0.00233528,0.000315892,0.3458,-0.406574,-9.90774,20.7809,0.447808,42.9657,0.999944,0.0101934,0.00234247,-0.00144854,0.00841172,-0.0045512,0.00282642
2.39,0.0266197,-0.00114195,-0.000424056,0.329719,-0.361956,-9.96169,20.5424,0.37251,43.1901,0.999943,0.010278,0.00237129,-0.00146688,0.00845967,-0.00453822,0.00276367
2.4,0.0258582,-0.000426308,0.0024038,0.432468,-0.206948,-9.87327,20.3528,1.60251,43.5322,0.999942,0.010363,0.00240122,-0.00148526,0.00847802,-0.00456968,0.00275967
2.41,0.0247265,0.00329621,0.00118232,0.364212,-0.315901,-9.97478,20.7579,0.778464,44.2748,0.999941,0.0104483,0.00243227,-0.00150369,0.00846933,-0.00454909,0.00276262
2.42,0.024206,0.00159906,0.000380463,0.352116,-0.291041,-9.85597,21.1848,0.394333,44.1365,0.99994,0.0105337,0.00246441,-0.00152215,0.00854502,-0.00453418,0.00275069
2.43,0.0280769,0.0006961,0.000571012,0.382965,-0.291778,-9.91861,19.7773,0.911765,43.4589,0.999939,0.0106191,0.00249763,-0.00154065,0.00857243,-0.00452903,0.00279035
2.44,0.0256297,0.00440874,-0.000128412,0.333089,-0.311485,-9.8773,20.287,1.10303,43.5475,0.999938,0.0107043,0.00253192,-0.00155919,0.0085826,-0.00449937,0.00273041
2.45,0.0265419,0.00597906,-0.000722236,0.462393,-0.296354,-10.0086,19.8884,0.746753,44.5814,0.999937,0.0107894,0.00256727,-0.00157777,0.00854789,-0.00447745,0.00272843
2.46,0.0283206,0.000997748,-0.000486926,0.474729,-0.33508,-9.96852,20.4993,1.24624,44.4723,0.999936,0.0108741,0.00260366,-0.00159638,0.0085404,-0.00444823,0.00269595
2.47,0.0271941,0.00427348,-0.00156528,0.402621,-0.313664,-9.955,21.0637,0.381394,43.3587,0.999935,0.0109582,0.00264108,-0.00161503,0.00852568,-0.00448688,0.00273295
2.48,0.0227097,0.00321423,0.000818728,0.37774,-0.281836,-9.90384,20.5415,0.2459,44.1079,0.999934,0.0110418,0.00267951,-0.00163372,0.00846263,-0.00450399,0.00271668
2.49,0.0238369,0.00371078,-0.000454519,0.340735,-0.347678,-9.88939,21.2075,0.476854,44.512,0.999933,0.0111246,0.00271895,-0.00165245,0.00845864,-0.00453426,0.00270642
2.5,0.0235532,0.00141749,-0.000343812,0.374483,-0.271828,-10.037,20.6807,0.395901,43.7269,0.999932,0.0112065,0.00275937,-0.0016712,0.00841566,-0.00456766,0.00272897
2.51,0.0221476,0.00554376,-0.00255225,0.390475,-0.333262,-9.96285,20.7379,0.625109,44.5439,0.999931,0.0112874,0.00280077,-0.00168999,0.00834103,-0.00453743,0.00271458
2.52,0.0238665,0.00229186,-0.00341208,0.396263,-0.270603,-9.94891,19.017,0.518128,43.1005,0.99993,0.0113672,0.00284312,-0.00170882,0.00836535,-0.00453441,0.0027856
2.53,0.0263918,0.00360569,-0.00195258,0.38321,-0.381384,-9.86151,20.2714,0.996461,43.5055,0.999929,0.0114457,0.00288642,-0.00172768,0.00840539,-0.00446784,0.00285497
2.54,0.0227268,0.00704537,-0.000304564,0.314679,-0.364821,-9.97665,20.8732,0.700834,43.3478,0.999928,0.0115228,0.00293064,-0.00174656,0.00838984,-0.00446453,0.00284775
2.55,0.0287579,0.00374272,0.00194149,0.363679,-0.276086,-9.91811,19.6645,0.834067,43.9066,0.999927,0.0115985,0.00297577,-0.00176548,0.00836577,-0.00442841,0.00288447
2.56,0.0233621,0.00213353,0.000486819,0.418292,-0.264644,-9.89813,19.8599,1.01388,43.2752,0.999926,0.0116726,0.00302179,-0.00178443,0.0083099,-0.00440737,0.00289005
2.57,0.0220715,0.00353942,-0.00341126,0.480895,-0.2975,-9.94654,19.5289,0.605839,43.7713,0.999925,0.0117449,0.00306869,-0.00180341,0.00832991,-0.00439838,0.00292096
2.58,0.0227413,0.00775096,-2.5949e-06,0.420376,-0.295543,-9.99163,20.6802,0.156868,43.7103,0.999924,0.0118153,0.00311645,-0.00182241,0.00836051,-0.00437306,0.00293676
2.59,0.0226842,0.00543625,-0.00121034,0.335365,-0.306198,-9.9226,19.6079,0.782766,43.6327,0.999923,0.0118838,0.00316505,-0.00184145,0.00839009,-0.00440589,0.00297089
2.6,0.0208659,0.00387603,-0.00307221,0.312643,-0.282384,-10.0119,21.3054,0.838757,43.744,0.999922,0.0119502,0.00321448,-0.0018605,0.00840402,-0.00442114,0.00301757
2.61,0.0225204,0.00760752,-0.00139318,0.431374,-0.25983,-9.92615,20.6151,1.21318,44.4108,0.999921,0.0120145,0.00326471,-0.00187959,0.00836777,-0.00442943,0.00305575
2.62,0.0191026,0.00489984,-0.00159338,0.370618,-0.317006,-9.92123,20.9295,1.26476,43.0817,0.99992,0.0120764,0.00331573,-0.00189869,0.00834024,-0.00444428,0.00307498
2.63,0.0204214,0.00600454,-0.00376222,0.266191,-0.332955,-10.0332,20.0834,0.636129,43.1508,0.999919,0.0121359,0.00336753,-0.00191782,0.00831645,-0.00438443,0.00310828
2.64,0.021189,0.00439439,-0.000637157,0.354824,-0.253872,-10.0962,19.5001,1.98415,43.7649,0.999918,0.0121928,0.00342007,-0.00193697,0.00834584,-0.00437845,0.00305372
2.65,0.0192859,0.00434659,0.000989686,0.33377,-0.384037,-10.0827,20.4128,0.58537,43.1987,0.999917,0.0122472,0.00347335,-0.00195614,0.00835266,-0.00437243,0.00303479
2.66,0.0144644,0.00580254,0.000350322,0.330337,-0.389414,-9.99947,19.9157,1.3393,44.4146,0.999916,0.0122988,0.00352734,-0.00197533,0.00832416,-0.00438623,0.00304801
2.67,0.0163662,0.0063577,-0.00126776,0.39907,-0.337311,-9.96294,19.8933,1.30686,43.807,0.999915,0.0123476,0.00358202,-0.00199453,0.00840947,-0.00441127,0.00303006
2.68,0.0182264,0.00561527,-0.00238558,0.454474,-0.383081,-10.0446,20.9548,1.81619,43.8057,0.999915,0.0123935,0.00363739,-0.00201375,0.00843207,-0.00443479,0.00304622
2.69,0.0166891,0.00950962,-0.00102066,0.388014,-0.386908,-9.99464,20.0276,0.901006,43.9294,0.999914,0.0124364,0.0036934,-0.00203299,0.00845462,-0.00445211,0.00307116
2.7,0.0146906,0.00438243,0.000947979,0.350208,-0.318153,-9.98415,20.4509,0.632506,43.1244,0.999913,0.0124761,0.00375006,-0.00205224,0.00840375,-0.00442574,0.00308844
2.71,0.0163156,0.00828058,0.00064361,0.388859,-0.330145,-10.0128,20.2849,0.56123,44.268,0.999912,0.0125127,0.00380732,-0.0020715,0.00842396,-0.00442705,0.00307251
